VALID_NAME,LANGUAGE,COMMON_NAME_1,COMMON_NAME_2,COMMON_NAME_3
Merluccius peruanus,English,Pacific hake,Peruvian hake,Silver hake
Merluccius polli,English,Benguela hake,Hake,
Merluccius productus,English,North Pacific hake,Pacific hake,Pacific whiting
Merluccius senegalensis,English,Black hake,Merluza senegalesa,Senegalese hake
Mesopristes argenteus,English,Silver grunter,Silver perch,Silver trumpeter
Mesopristes cancellatus,English,Cross-barred grant,Rock goby,Tapiroid grunter
Mesovagus antipodum,English,Bathypelagic rattail,Black javelinfish,Black whiptail
Mesovagus berryi,English,Berry's grenadier,Berry's whiptail,Midwater grenadier
Metavelifer multiradiatus,English,Common veilfin,Spinyfin velifer,Veilfin
Metelectrona herwigi,English,Herwig lanternfish,,
Metelectrona ventralis,English,Flaccid lanternfish,,
Meuschenia australis,English,Brown-striped leatherjacket,Donovan's leatherjacket,Southern leatherjacket
Meuschenia flavolineata,English,Yellow-striped leatherjacket,,
Meuschenia freycineti,English,Freycinet's leatherjacket,Grey leatherjacket,Reef leatherjacket
Meuschenia galii,English,Blue-lined leatherjacket,Gal's leatherjacket,
Meuschenia hippocrepis,English,Horse-shoe leatherjacket,,
Meuschenia scabra,English,Cosmopolitan leatherjacket,Cream fish,Scaber leatherjacket
Meuschenia venusta,English,Beautiful leatherjacket,Stars and stripes leatherjacket,
Micrenophrys lilljeborgii,English,Norway bullhead,,
Microbrotula andersoni,English,Anderson's viviparous brotula,,
Microbrotula bentleyi,English,Many-ray cusk,,
Microbrotula punicea,English,Orange brotula,,
Microbrotula queenslandica,English,Queensland cusk,,
Microcanthus joyceae,English,East-Australian stripey,,
Microcanthus strigatus,English,Buttefly fish,Convict fish,Eastern stripey
Microchirus azevia,English,Bastard sole,,
Microchirus boscanion,English,Lusitanian sole,Solenette,
Microchirus frechkopi,English,Frechkop's sole,,
Microchirus ocellatus,English,Eyed sole,Foureye sole,Foureyed sole
Microchirus theophila,English,Bastard sole,,
Microchirus variegatus,English,Bastard sole,Lucky sole,Thickback sole
Microchirus wittei,English,Banded sole,,
Microcottus sellaris,English,Brightbelly sculpin,,
Microdesmus affinis,English,Olivaceous wormfish,,
Microdesmus carri,English,Stippled wormfish,,
Microdesmus dipus,English,Banded worm goby,Banded wormfish,
Microdesmus dorsipunctatus,English,Spotback wormfish,,
Microdesmus lanceolatus,English,Lancetail wormfish,,
Microdesmus longipinnis,English,Pink wormfish,,
Microdesmus luscus,English,Blind wormfish,,
Microdesmus retropinnis,English,Rearfin wormfish,,
Microdesmus suttkusi,English,Spotside wormfish,,
Microgadus proximus,English,Pacific tomcod,Tommy cod,
Microgadus tomcod,English,Atlantic tomcod,Frostfish,
Micrognathus andersonii,English,Anderson's pipefish,Short-nose pipefish,Shortnose pipefish
Micrognathus brevicorpus,English,Short-bodied pipefish,,
Micrognathus brevirostris,English,Pygmy pipefish,Thorntail pipefish,
Micrognathus crinitus,English,Banded pipefish,Harlequin pipefish,Harlquin pipefish
Micrognathus micronotopterus,English,Tidepool pipefish,White-saddled pipefish,
Micrognathus natans,English,Offshore pipefish,,
Micrognathus pygmaeus,English,Pigmy short-nosed pipefish,Pygmy pipefish,Thorn-tailed pipefish
Microgobius brevispinis,English,Balboa goby,,
Microgobius carri,English,Seminole goby,,
Microgobius cyclolepis,English,Roundscale goby,,
Microgobius emblematicus,English,Emblem goby,,
Microgobius erectus,English,Erect goby,,
Microgobius gulosus,English,Clown goby,,
Microgobius microlepis,English,Banner goby,,
Microgobius miraflorensis,English,Miraflores goby,,
Microgobius tabogensis,English,Taboga goby,,
Microgobius thalassinus,English,Green goby,,
Microgobius urraca,English,Dark-finned sand goby,,
Microlepidotus brevipinnis,English,Brassy grunt,Humpback grunt,Shortfin grunt
Microlepidotus inornatus,English,Wavyline grunt,,
Microlepidotus lethopristis,English,Scalyfin grunt,,
Microlipophrys nigriceps,English,Black-headed blenny,,
Microlipophrys velifer,English,Sailfin blenny,,
Microlophichthys microlophus,English,Short-rod anglerfish,,
Micromesistius australis,English,Southern blue whiting,Southern poutassou,
Micromesistius poutassou,English,Blue whiting,Couch's whiting,Poutassou
Micrometrus aurora,English,Reef perch,Reef surfperch,
Micrometrus minimus,English,Dwarf perch,Dwarf surfperch,
Microphis argulus,English,Flat-nosed pipefish,Flat-nosed pipepfish,Flat-nosed pipepish
Microphis brachyurus,English,Opossum pipefish,Short-tail pipefish,Short-tail river pipefish
Microphis fluviatilis,English,Freshwater pipefish,,
Microphis lineatus,English,Opossum pipefish,,
Microphis millepunctatus,English,Opossum pipefish,Shorttail pipefish,
Micropogonias altipinnis,English,Golden croaker,Tallfin croaker,
Micropogonias ectenes,English,Slender croaker,,
Micropogonias furnieri,English,Cro cro,Golden croaker,Mangrove snapper
Micropogonias megalops,English,Bigeye croaker,Chano norteño,Gulf croaker
Micropogonias undulatus,English,Atlantic croaker,Croaker,Crocus
Microspathodon bairdii,English,Bumphead damselfish,,
Microspathodon chrysurus,English,Yellowtail damsel,Yellowtail damselfish,Jewelfish
Microspathodon dorsalis,English,Giant damselfish,,
Microspathodon frontatus,English,Guinea damselfish,Guinean damselfish,
Microstoma microstoma,English,Dusky pencilsmelt,Slender argentine,Slender smallmouth
Microstomus achne,English,Slime flounder,,
Microstomus bathybius,English,Deep-sea sole,Deepsea sole,
Microstomus kitt,English,Lemon dab,Lemon fish,Lemon sole
Microstomus pacificus,English,Dover sole,Short-finned sole,Slime sole
Miichthys miiuy,English,Brown croaker,Mi-iuy croaker,
Millerigobius macrocephalus,English,Large-headed goby,,
Mimoblennius atrocinctus,English,Banded blenny,Mimic blenny,Spotted and barred blenny
Mimoblennius cirrosus,English,Fringed blenny,,
Mimoblennius rusi,English,Rusi blenny,,
Minilabrus striatus,English,Minute wrasse,,
Minous coccineus,English,Onestick stingfish,Scarlet stinger,Spotted stingfish
Minous dempsterae,English,Obliquebanded stingfish,,
Minous groeneveldi,English,Groeneveld's stingfish,,
Minous inermis,English,Alcock's scorpionfish,Longfin stingfish,
Minous monodactylus,English,Gray goblinfish,Grey goblin fish,Grey goblinfish
Minous pictus,English,Painted stinger,Painted stingfish,
Minous pusillus,English,Dwarf stingfish,Little stingfish,
Minous quincarinatus,English,Whitetail goblinfish,Scorpionfish,Stonefish
Minous radiatus,English,Radial stingfish,,
Minous roseus,English,Pink stingfish,,
Minous trachycephalus,English,Short-head stingfish,Striped stingfish,
Minous versicolor,English,Black-banded wasp-fish,Plum-striped wasp-fish,Plumb-striped stingfish
Minyichthys myersi,English,Myer's pipefish,Myers' pipefish,
Minysicya caudimaculata,English,Blackspot minigoby,,
Miracorvina angolensis,English,Angola croaker,,
Mirapinna esau,English,Hairyfish,,
Mirognathus normani,English,Beaked slickhead,Norman's smooth-head,
Mirolabrichthys evansi,English,Goldback anthias,Purple wreckfish,Two coloured coralperch
Mirolabrichthys pascalus,English,Amethyst anthias,Purple queen,Sailfin basslet
Mirolabrichthys tuka,English,Purple anthias,Purple queen,Purple queenfish
Mirorictus taningi,English,Striped tubeshoulder,,
Mitotichthys meraculus,English,Western crested pipefish,,
Mitotichthys mollisoni,English,Mollison's pipefish,,
Mitotichthys semistriatus,English,Half-banded pipefish,Halfbanded pipefish,
Mitotichthys tuckeri,English,Tucker's pipefish,,
Mixomyrophis longidorsalis,English,Red Sea worm eel,,
Mola alexandrini,English,Bumphead sunfish,Southern sunfish,
Mola mola,English,Ocean sunfish,,
Mola tecta,English,Hoodwinker ocean sunfish,,
Molva dypterygia,English,Blue ling,Ling,
Molva macrophthalma,English,Blue ling,Mediterranean ling,Spanish ling
Molva molva,English,Common ling,European ling,Ling
Monacanthus chinensis,English,Centre board leatherjacket,Centreboard leatherjacket,Chinese Filefish
Monacanthus ciliatus,English,Fringed Fiiefish,Fringed filefish,Cuckold
Monacanthus tuckeri,English,Slender Fiiefish,Slender filefish,Tuckers filefish
Monacoa grimaldii,English,Flatiron fish,Grimaldi's barreleye,Barreleye
Monacoa griseus,English,Grey mirrorbelly,,
Monacoa niger,English,Black mirrorbelly,,
Monocentris chrysadamas,English,Golden-diamond pineapple fish,,
Monocentris japonica,English,Dick bride-groom fish,Japanese pineapplefish,Knight fish
Monocentris reedi,English,Pinecone fish,,
Monochirus atlanticus,English,Whiskered sole,,
Monochirus hispidus,English,Whiskered sole,,
Monodactylus argenteus,English,Black bat fish,Butter bream,Diamond moonfish
Monodactylus falciformis,English,Cape moonfish,Cape moonie,Cape moony
Monodactylus sebae,English,African mono,African moony,Guinean fingerfish
Monognathus ahlstromi,English,Paddletail onejaw,,
Monolene antillarum,English,Slim flounder,,
Monolene asaedae,English,Asaedae flounder,Dark flounder,
Monolene dubiosa,English,Acapulco flounder,,
Monolene maculipinna,English,Pacific deepwater,Pacific deepwater flounder,
Monolene megalepis,English,Slim flounder,,
Monolene mertensae,English,Marten's moonflounder,Martens' moonflounder,
Monolene microstoma,English,Cauvery white carp,Small mouth moonflounder,Smallmouth moonflounder
Monolene sessilicauda,English,Deepwater flounder,,
Monomitopus ainonaka,English,Ai’s cusk,,
Monomitopus vitiazi,English,Spearcheek cusk,,
Monopenchelys acuta,English,Redface eel,Redface moray,
Monotaxis grandoculis,English,Big-eye bream,Bigeye barenose,Bigeye bream
Monotaxis heterodon,English,Redfin emperor,,
Monothrix polylepis,English,Littoral cusk,,
Moolgarda buchanani,English,Blue tail mullet,Blue-tail mullet,Bluetail mullet
Moolgarda crenilabis,English,Fringelip mullet,Grey mullet,Tahiti mullet
Moolgarda heterocheilos,English,Fringe-lipped mullet,Fringelip mullet,Half fringelip mullet
Moolgarda pedaraki,English,Longfin mullet,,
Moolgarda seheli,English,Black-spot mullet,Blue-spot mullet,Bluespot gray mullet
Mora moro,English,Common mora,Deepsea cod,Ghost cod
Moringua abbreviata,English,Short worm eel,,
Moringua bicolor,English,Bicolor spaghetti eel,,
Moringua edwardsi,English,Spaghetti eel,Spaghetti eels,
Moringua ferruginea,English,Intermediate thrush-eel,Rusty spaghetti eel,Rusty worm eel
Moringua hawaiiensis,English,Hawaiian spaghetti eel,,
Moringua javanica,English,Black-tailed thrush eel,Java spaghetti eel,Java thrush-eel
Moringua macrochir,English,Longfin spaghetti eel,,
Moringua microchir,English,Common worm eel,Lesser thrush eel,Lesser thrush-eel
Moringua penni,English,Penn's thrush eel,,
Morone americana,English,Sea perch,White perch,Wreckfish
Morone saxatilis,English,Striped bass,Striped sea bass,Striped sea-bass
Morwong ephippium,English,Painted moki,Painted morwong,
Morwong fuscus,English,Red morwong,Sea carp,
Mugil bananensis,English,Banana mullet,,
Mugil broussonnetii,English,Broussonnet's mullet,Mullet,
Mugil capurrii,English,Leaping african mullet,Narrowhead grey mullet,
Mugil cephalus,English,Flathead grey mullet,,
Mugil curema,English,Blueback mullet,Curema mullet,Redeye mullet
Mugil curvidens,English,Dwarf mullet,Sand mullet,
Mugil galapagensis,English,Galapagos mullet,,
Mugil hospes,English,Hospe mullet,Mullet,
Mugil incilis,English,Common mullet,Grey mullet,Parassi mullet
Mugil liza,English,Blueback mullet,Fantail mullet,Lebranche mullet
Mugil rubrioculus,English,Redeye mullet,,
Mugil setosus,English,Liseta mullet,,
Mugil thoburni,English,Orange-eye mullet,Thoburn's mullet,Mullet
Mugil trichodon,English,Fantail mullet,Silver mullet,Whirligig mullet
Mugilogobius cavifrons,English,Mangrove goby,,
Mugilogobius chulae,English,Yellowstripe goby,,
Mugilogobius littoralis,English,Beachrock mangrove goby,Beachrock mangrovegoby,Seep goby
Mugilogobius mertoni,English,Chequered mangrove goby,Chequered mangrovegoby,Meander goby
Mugilogobius notospilus,English,Dual-spotted goby,Freshwater mangrove goby,Freshwater mangrovegoby
Mugilogobius platynotus,English,Flat-backed goby,Flatback mangrove goby,Mangrove goby
Mugilogobius platystoma,English,Indonesian goby,Island mangrove goby,Island mangrovegoby
Mulloidichthys ayliffe,English,Ayliffe's goatfish,Indian mimic goatfish,
Mulloidichthys dentatus,English,Mexican goatfish,Goatfish,
Mulloidichthys flavolineatus,English,Bait goatfish,Gold-lined goatfish,Pallid goatfish
Mulloidichthys martinicus,English,King mullet,Queen mullet,Red goatfish
Mulloidichthys mimicus,English,Mimic goatfish,,
Mulloidichthys pfluegeri,English,Orange goatfish,Pflueger's goatfish,Pfluger's goatfish
Mulloidichthys vanicolensis,English,Banded goatfish,Flame goatfish,Golden banded goatfish
Mullus argentinae,English,Argentine goatfish,Red mullet,
Mullus auratus,English,Northern goatfish,Red goatfish,Red mullet
Mullus barbatus,English,Blunt-snouted mullet,Bluntsnouted mullet,Red mullet
Mullus surmuletus,English,Red mullet,Red stripped mullet,Striped mullet
Muraena argus,English,Argus moray,White-spotted moray,
Muraena augusti,English,Black moray,,
Muraena clepsydra,English,Hourglass moray,,
Muraena helena,English,Black moray,Double tooth soldierfish,Marbled moray
Muraena lentiginosa,English,Jewel moray,Lentil moray,Moray
Muraena melanotis,English,Honeycomb moray,Moray,
Muraena pavonina,English,Whitespot moray,Birdeye,
Muraena retifera,English,Moray eel,Reticulate moray,
Muraena robusta,English,Stout moray,,
Muraenesox bagio,English,Brown pike conger,Common pike conger,Common pike eel
Muraenesox cinereus,English,Arabian pike eel,Conger pike,Dagger tooth pikeconger
Muraenichthys philippinensis,English,Philippines worm eel,,
Muraenichthys schultzei,English,Aimed snake eel,Bleeker's worm-eel,Maimed snake eel
Muraenichthys sibogae,English,Siboga worm eel,,
Muraenichthys thompsoni,English,Thompson's snake eel,,
Muraenichthys velinasalis,English,Curtain-nose worm eel,,
Muraenoclinus dorsalis,English,Nosestripe klipfish,,
Muraenolepis kuderskii,English,Kudersky parketnik,,
Muraenolepis marmorata,English,Marbled eel-cod,Marbled moray cod,Marbled parketnik
Muraenolepis microps,English,Small eye moray cod,Small-eyed parketnik,Smalleye moray cod
Muraenolepis orangiensis,English,Patagonian moray cod,,
Muraenolepis pacifica,English,Southern Pacific moray cod,,
Muraenolepis trunovi,English,Trunov parketnik,,
Mycteroperca acutirostris,English,Comb grouper,Western comb grouper,
Mycteroperca bonaci,English,Black gouper,Black grouper,Black rockfish
Mycteroperca cidi,English,Venezuelan grouper,White grouper,
Mycteroperca fusca,English,Comb grouper,Island grouper,
Mycteroperca interstitialis,English,Crossband rockfish,Grey mannock,Harlequin rockfish
Mycteroperca jordani,English,Gulf grouper,Grouper,
Mycteroperca microlepis,English,Charcoal belly,Gag grouper,Gag-velvet rockfish
Mycteroperca olfax,English,Colorado grouper,Sailfin grouper,Sea bass
Mycteroperca phenax,English,Scamp grouper,Scamp,
Mycteroperca prionura,English,Sawtail grouper,,
Mycteroperca rosacea,English,Golden grouper,Leopard grouper,
Mycteroperca rubra,English,Comb grouper,Mottled grouper,Grouper
Mycteroperca tigris,English,Tiger grouper,Tiger rockfish,Enter
Mycteroperca venenosa,English,Monkey rockfish,Princess rockfish,Red rockfish
Mycteroperca xenarcha,English,Broom-tail grouper,Broomtail grouper,Mangrove grouper
Myctophum affine,English,Lantern fish,Lutken's lantern fish,Metallic lantern fish
Myctophum aurolaternatum,English,Golden lanternfish,Golden-flanked lanternfish,Panama's lanternfish
Myctophum brachygnathum,English,Short-jawed lanternfish,Shortjaw lanternfish,
Myctophum nitidulum,English,Lantern fish,Pearly lanternfish,Pearly-spotted lanternfish
Myctophum orientale,English,Oriental lanternfish,,
Myctophum punctatum,English,Spotted lanterfish,Spotted lantern fish,Spotted lanternfish
Myersina adonis,English,Adonis shrimpgoby,,
Myersina balteata,English,Belted shrimpgoby,,
Myersina crocata,English,Yellow-spotted shrimpgoby,,
Myersina filifer,English,Filamentous shrimpgoby,Goby,
Myersina lachneri,English,Black-mast shrimp-goby,Lachner's shrimpgoby,
Myersina macrostoma,English,Bigmouth shrimpgoby,Flagfin goby,
Myersina nigrivirgata,English,Black-line shrimp-goby,Blackline shrimpgoby,
Myersina pretoriusi,English,Pondoland sailfin goby,Sailfin goby,
Myoxocephalus aenaeus,English,Little sculpin,Grubby,
Myoxocephalus jaok,English,Plain sculpin,,
Myoxocephalus niger,English,Warthead sculpin,,
Myoxocephalus octodecemspinosus,English,18-spined sculpin,Goat sculpin,Gray sculpin
Myoxocephalus polyacanthocephalus,English,Great sculpin,Sculpin,
Myoxocephalus quadricornis,English,Alaska fourhorn sculpin,Four-horned sculpin,Four-spined sculpin
Myoxocephalus scorpioides,English,Arctic sculpin,Northern sculpin,Kanayuk
Myoxocephalus scorpius,English,Arctic sculpin,Daddy sculpin,European sculpin
Myoxocephalus stelleri,English,Frog sculpin,Steller's sculpin,
Myrichthys aspetocheiros,English,Longfin spotted snake eel,Longfin spotted snake-eel,
Myrichthys breviceps,English,Culebra rosario,Sharptail eel,Safio
Myrichthys colubrinus,English,Banded snake eel,Barred snake eel,Broadnose worm eel
Myrichthys maculosus,English,Ocellate snake eel,Ocellated snake eel,Ocellated snake-eel
Myrichthys magnificus,English,Hawaiian spotted snake eel,Magnificent snake eel,
